COMBUSTÍVEL ; ANO ; REGIÃO ; ESTADO ; UNIDADE ; JANEIRO ; FEVEREIRO ; MARÇO ; ABRIL ; MAIO ; JUNHO ; JULHO ; AGOSTO ; SETEMBRO ; OUTUBRO ; NOVEMBRO ; DEZEMBRO ; TOTAL ; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO NORTE ; TOCANTINS ; m3 ;286,247;246,337;246,402;273,426;242,747;300,097;248,737;308,799;283,995;181,155;203,644;211,834;3033,42; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO NORDESTE ; MARANHÃO ; m3 ;2648,628;1863,417;2179,645;2381,355;2169,781;2110,875;2267,355;2240,882;1940,38;1972,259;1745,889;2214,886;25735,352; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO NORDESTE ; PIAUÍ ; m3 ;1349,623;970,755;1204,789;1336,352;1156,058;1117,639;1223,12;1053,329;1005,263;1155,212;1031,555;1367,148;13970,843; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO NORDESTE ; CEARÁ ; m3 ;10695,9;7454,592;6891,321;5775,47;5561,754;6399,421;7829,061;7111,459;7705,6;7498,244;7632,089;10259,891;90814,802; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO NORDESTE ; RIO GRANDE DO NORTE ; m3 ;4603,146;3127,924;4706,461;4830,433;3988,294;3157,154;6217,163;4519,998;6547,453;4294,034;4642,212;5384,133;56018,405; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO NORDESTE ; PARAÍBA ; m3 ;1037,941;739,373;607,129;589,403;434,199;444,88;335,37;267,679;331,011;265,577;269,949;355,736;5678,247; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO NORDESTE ; PERNAMBUCO ; m3 ;15975,793;13157,77;13352,09;13347,756;11315,598;11067,793;13198,953;12413,37;12067,918;12533,908;13566,337;13899,48;155896,766; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO NORDESTE ; ALAGOAS ; m3 ;2057,18;1285,927;1461,921;1585,201;1528,535;1648,86;1956,988;1756,783;1931,591;1788,893;1676,526;2154,293;20832,698; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO NORDESTE ; SERGIPE ; m3 ;1039,815;729,88;828,748;824,024;967,717;805,108;889,789;880,399;653,327;800,283;540,925;425,392;9385,407; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO NORDESTE ; BAHIA ; m3 ;22597,388;18095,296;18885,883;18748,962;17062,752;14406,524;18911,627;17684,554;17856,787;19733,631;18849,889;20955,427;223788,72; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO SUDESTE ; MINAS GERAIS ; m3 ;7032,398;6988,856;7047,899;6760,758;6717,647;7733,664;7880,248;6986,376;6883,545;7277,877;6237,703;7184,699;84731,67; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO SUDESTE ; ESPÍRITO SANTO ; m3 ;1950,002;1739,35;1701,062;2206,405;1887,883;1714,539;2064,553;1892,439;2035,818;2101,196;1962,767;2034,753;23290,767; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO SUDESTE ; RIO DE JANEIRO ; m3 ;53969,301;44971,23;38083,3;50336,871;41940,108;40462,303;41608,241;40272,656;41340,783;44155,82;38765,527;43857,122;519763,262; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO SUDESTE ; SÃO PAULO ; m3 ;161260,004;148349,892;157830,237;157452,829;155912,794;149815,199;165980,831;152734,646;160763,11;166621,187;152807,257;168162,912;1897690,898; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO SUL ; PARANÁ ; m3 ;9673,794;9107,891;8892,909;8671,665;7789,224;6942,259;7416,377;7927,165;8530,93;8759,266;8774,286;8230,166;100715,932; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO SUL ; SANTA CATARINA ; m3 ;4547,096;4017,983;3541,848;3669,244;3343,979;3143,199;3236,136;2807,193;3044,721;3127,137;2898,866;3513,416;40890,818; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO SUL ; RIO GRANDE DO SUL ; m3 ;8659,924;7357,097;7674,372;8709,034;7692,509;7601,185;9087,052;8164,004;8974,272;9495,472;7595,644;8754,477;99765,042; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO CENTRO-OESTE ; MATO GROSSO DO SUL ; m3 ;2486,184;2126,199;2318,766;2690,747;1981,54;2486,26;2248,774;2494,374;2162,189;2550,429;2193,083;2156,944;27895,489; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO CENTRO-OESTE ; MATO GROSSO ; m3 ;2291,344;1600,688;2227,809;1961,542;1712,564;1568,8;1668,002;1344,914;1582,819;1644,395;1391,642;1645,896;20640,415; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO CENTRO-OESTE ; GOIÁS ; m3 ;3849,25;2823,698;2378,386;2377,366;1819,711;1638,501;1967,61;2562,023;1504,686;6112,264;2171,989;2378,126;31583,61; 
QUEROSENE DE AVIAÇÃO  ;2003; REGIÃO CENTRO-OESTE ; DISTRITO FEDERAL ; m3 ;20786,867;17501,826;22247,431;21883,659;20885,754;20960,161;24549,314;21668,177;23125,504;24094,348;19316,483;23867,029;260886,553; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORTE ; RONDÔNIA ; m3 ;1426,626;1411,824;1503,351;1504,622;1609,342;1453,876;1470,427;1729,714;1724,745;1580,47;1576,154;1659,774;18650,925; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORTE ; ACRE ; m3 ;829,978;760,013;930,882;913,705;931,076;1014,406;1063,311;1127,138;904,025;903,517;878,584;877,139;11133,774; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORTE ; AMAZONAS ; m3 ;10692,018;10853,234;11803,42;11736,269;12207,169;11943,8;12770,434;14027,045;12508,773;12558,028;13185,135;12289,845;146575,17; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORTE ; RORAIMA ; m3 ;320,744;308,713;39,1;311,866;606,889;312,031;646,565;759,83;405,617;490,394;388,312;669,795;5259,856; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORTE ; PARÁ ; m3 ;8232,25;7315,857;7889,636;7263,037;7972,22;7886,267;8041,363;8871,824;8627,475;7063,51;7776,165;8858,804;95798,408; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORTE ; AMAPÁ ; m3 ;209,434;211,92;225,097;215,359;269,518;251,263;285,904;327,755;315,255;316,932;257,727;265,544;3151,708; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORTE ; TOCANTINS ; m3 ;156,319;132,095;681,589;164,948;208,646;257,561;273,41;410,382;376,275;307,16;353,953;366,923;3689,261; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORDESTE ; MARANHÃO ; m3 ;1988,91;1847,782;2447,486;2089,275;2114,598;2332,248;2291,955;2214,836;1938,625;2116,188;1823,669;1925,091;25130,663; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORDESTE ; PIAUÍ ; m3 ;1232,176;1147,562;1193,368;1087,981;1043,24;1065,865;1313,503;1204,114;1223,372;986,916;1031,692;1144,098;13673,887; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORDESTE ; CEARÁ ; m3 ;10740,916;8311,656;11607,528;7873,01;7894,02;7838,761;9130,578;9508,062;8358,145;8891,548;9160,201;10460,403;109774,828; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORDESTE ; RIO GRANDE DO NORTE ; m3 ;5403,398;4325,115;6440,891;5203,917;4198,874;4388,921;5542,033;7017,771;6056,156;5938,377;10166,271;6115,074;70796,798; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORDESTE ; PARAÍBA ; m3 ;338,683;389,288;526,739;566,217;556,432;547,535;584,893;617,668;584,741;539,254;574,404;334,882;6160,736; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORDESTE ; PERNAMBUCO ; m3 ;14634,72;12473,73;13481,133;13543,465;13822,736;13132,725;14211,563;13555,782;12912,855;12754,67;13031,71;13674,433;161229,522; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORDESTE ; ALAGOAS ; m3 ;2621,39;1616,706;1993,801;1722,398;1632,298;1508,776;1837,441;1844,783;1639,078;1473,628;1741,503;1629,526;21261,328; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORDESTE ; SERGIPE ; m3 ;1154,1;749,164;766,191;612,468;684,511;869,077;844,309;677,304;803,357;746,178;772,636;694,138;9373,433; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO NORDESTE ; BAHIA ; m3 ;22689,211;21607,39;22167,697;20776,858;20972,838;18870,145;21134,57;20839,054;18981,932;20123,662;17443,927;19864,252;245471,536; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO SUDESTE ; MINAS GERAIS ; m3 ;6248,962;5833,319;6878,936;6302,972;6838,565;7036,92;7691,168;7839,58;7435,821;6455,052;6145,037;6770,792;81477,124; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO SUDESTE ; ESPÍRITO SANTO ; m3 ;2051,787;1985,317;2111,527;1897,425;2016,016;2066,334;2200,569;2143,453;1971,24;2012,876;2216,051;2191,588;24864,183; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO SUDESTE ; RIO DE JANEIRO ; m3 ;41852,64;41131,928;46627,544;43787,153;44927,452;48031,601;52160,876;51038,788;48806,726;48755,954;54292,372;54344,086;575757,12; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO SUDESTE ; SÃO PAULO ; m3 ;158308,792;149825,469;171352,505;159140,584;167804,839;160138,28;173610,223;169563,053;162575,864;163901,253;167758,141;172157,834;1976136,837; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO SUL ; PARANÁ ; m3 ;8001,868;8004,812;9080,819;8601,847;8281,642;8107,902;8145,063;8754,26;8457,912;8651,387;9510,071;9092,725;102690,308; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO SUL ; SANTA CATARINA ; m3 ;4229,65;3940,726;3861,125;3216,964;3294,398;3679,236;3575,292;3575,851;3598,923;3731,664;4283,301;3975,477;44962,607; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO SUL ; RIO GRANDE DO SUL ; m3 ;8132,25;7755,224;10029,45;9501,208;8713,597;9149,26;9582,949;10170,329;9252,466;10514,275;9878,062;9469,171;112148,241; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO CENTRO-OESTE ; MATO GROSSO DO SUL ; m3 ;2061,828;1816,178;2368,549;2403,547;2246,099;2821,813;2406,281;2482,367;2379,678;2209,906;2009,11;1956,636;27161,992; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO CENTRO-OESTE ; MATO GROSSO ; m3 ;1497,031;1566,244;1832,14;1716,788;1725,4;1688,549;1844,813;1872,743;1794,878;1919,089;1742,977;1951,487;21152,139; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO CENTRO-OESTE ; GOIÁS ; m3 ;2299,756;2792,198;2583,481;2709,018;2437,216;3274,084;2941,484;2517,462;2554,314;2082,27;2099,884;2065,385;30356,552; 
QUEROSENE DE AVIAÇÃO  ;2004; REGIÃO CENTRO-OESTE ; DISTRITO FEDERAL ; m3 ;20870,77;19809,894;23221,587;21424,86;22373,359;23823,506;23833,311;24893,644;22278,198;21081,489;21848,437;20103,224;265562,279; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORTE ; RONDÔNIA ; m3 ;1343,513;1633,716;1866,626;1559,939;1750,367;1982,04;2317,485;2045,831;2059,264;2046,521;1968,33;2190,053;22763,685; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORTE ; ACRE ; m3 ;885,288;965,388;1032,216;876,37;905,004;918,495;871,665;583,921;547,424;630,509;657,955;848,69;9722,925; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORTE ; AMAZONAS ; m3 ;11325,584;10184,073;12859,547;11401,799;12046,994;12188,695;11901,521;11954,159;11227,205;13008,911;13170,826;12111,646;143380,96; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORTE ; RORAIMA ; m3 ;212,143;495,181;600,401;591,065;480,596;828,783;332,142;406,56;275,934;482,417;540,923;636,454;5882,599; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORTE ; PARÁ ; m3 ;7451,236;7808,158;8220,166;7676,193;8067,388;7486,802;7816,232;7985,769;8092,6;7484,993;8090,204;8357,007;94536,748; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORTE ; AMAPÁ ; m3 ;221,332;156,213;236,262;277,71;245,313;220,323;192,63;184,795;128,65;205,087;172,612;302,143;2543,07; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORTE ; TOCANTINS ; m3 ;268,133;250,162;388,678;381,841;495,284;555,739;482,358;580,574;532,938;570,169;422,696;458,096;5386,668; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORDESTE ; MARANHÃO ; m3 ;1821,668;1297,351;1706,06;1657,721;1827,068;1735,12;2007,564;2009,29;1932,925;2287,686;2218,548;2228,422;22729,423; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORDESTE ; PIAUÍ ; m3 ;967,315;768,326;857,231;741,976;900,812;856,528;913,784;963,254;789,555;807,271;747,767;997,32;10311,139; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORDESTE ; CEARÁ ; m3 ;12060,446;10170,328;9442,288;7884,711;8545,963;8110,147;10642,381;9804,863;8890,006;9023,893;9089,564;10263,881;113928,471; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORDESTE ; RIO GRANDE DO NORTE ; m3 ;6869,427;5348,396;7148,906;5904,071;5046,867;4535,341;6503,19;6482,587;6027,275;6266,268;6943,276;7625,488;74701,092; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORDESTE ; PARAÍBA ; m3 ;271,948;241,101;273,667;415,922;426,744;410,883;545,271;636,584;944,463;1187,032;1069,817;637,001;7060,433; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORDESTE ; PERNAMBUCO ; m3 ;14833,451;12271,75;14207,481;12801,808;14049,774;13118,5;15258,608;15179,504;13758,878;14916,059;14415,293;17525,883;172336,989; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORDESTE ; ALAGOAS ; m3 ;2260,368;1590,446;1479,036;1729,731;1663,456;1518,643;1991,705;1971,389;1780,124;2262,854;2243,88;2397,263;22888,895; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORDESTE ; SERGIPE ; m3 ;759,036;706,115;820,402;703,981;738,771;601,354;665,346;570,759;494,299;842,366;874,71;762,198;8539,337; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO NORDESTE ; BAHIA ; m3 ;22427,491;20006,293;21233,749;19578,032;16199,042;15913,21;18720,663;17937,951;17254,588;18397,019;18929,795;20512,303;227110,136; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO SUDESTE ; MINAS GERAIS ; m3 ;6273,4;5629,714;8159,107;8649,737;9171,14;9551,657;10011,444;11420,475;10937,668;10589,498;9742,948;9692,161;109828,949; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO SUDESTE ; ESPÍRITO SANTO ; m3 ;2115,436;1885,096;2129,846;1974,187;2300,479;1867,268;1988,537;2217,069;2283,127;2563,201;2454,107;2233,262;26011,615; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO SUDESTE ; RIO DE JANEIRO ; m3 ;54348,592;50259,404;55623,364;52795,609;55233,471;52728,577;53016,486;59992,464;53967,589;55916,755;54269,251;55649,651;653801,213; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO SUDESTE ; SÃO PAULO ; m3 ;160452,343;153868,816;181129,744;166627,842;172683,085;171713,297;182363,975;184631,943;176384,003;174689,013;171355,185;180596,654;2076495,9; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO SUL ; PARANÁ ; m3 ;8531,989;8471,135;9897,948;9782,207;10455,76;10003,217;10540,633;11914,747;10863,233;11808,277;12557,286;12126,91;126953,342; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO SUL ; SANTA CATARINA ; m3 ;4891,531;4407,955;4227,803;3971,956;4656,053;4048,745;4269,617;4336,239;3720,639;4234,259;4079,318;4345,916;51190,031; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO SUL ; RIO GRANDE DO SUL ; m3 ;9204,676;8198,011;9868,627;9426,754;10515,332;10249,084;10572,019;11027,01;10333,654;11446,977;10914,034;10656,935;122413,113; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO CENTRO-OESTE ; MATO GROSSO DO SUL ; m3 ;1988,954;1708,591;2025,177;1924,047;2216,472;2512,737;2342,556;2350,534;2025,995;2191,386;2071,129;2116,036;25473,614; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO CENTRO-OESTE ; MATO GROSSO ; m3 ;1640,81;1691,57;1826,077;1757,187;2027,462;1881,259;1863,776;1839,099;1879,626;1878,118;1731,468;1974,421;21990,873; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO CENTRO-OESTE ; GOIÁS ; m3 ;1535,438;1618,368;2155,021;1615,235;2399,738;2261,343;3858,918;2271,168;2991,418;2143,29;2426,135;2134,196;27410,268; 
QUEROSENE DE AVIAÇÃO  ;2005; REGIÃO CENTRO-OESTE ; DISTRITO FEDERAL ; m3 ;18393,683;17893,231;21557,646;19781,963;21570,204;21415,944;21384,709;22292,519;20665,585;19829,614;19172,483;20126,427;244084,008; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORTE ; RONDÔNIA ; m3 ;2168,304;1764,315;2277,475;1833,815;2467,755;1957,456;1933,96;2059,072;1874,657;2044,761;1876,107;2088,559;24346,236; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORTE ; ACRE ; m3 ;863,43;735,71;862,832;774,66;822,037;639,089;752,434;691,56;674,818;1021,391;1429,302;1338,249;10605,512; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORTE ; AMAZONAS ; m3 ;10488,566;9295,665;12714,445;11973,031;12410,867;12004,568;12231,576;12399,134;13144,417;12732,398;12158,861;12503,22;144056,748; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORTE ; RORAIMA ; m3 ;373,268;427,683;459,348;550,835;1300,813;415,698;574,779;469,318;544,154;567,06;477,967;1061,691;7222,614; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORTE ; PARÁ ; m3 ;7924,898;6759,189;8383,893;7649,402;9086,765;8732,797;8314,874;7785,125;8042,93;8485,699;7879,993;9645,682;98691,247; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORTE ; AMAPÁ ; m3 ;221,074;152,355;219,397;279,627;300,499;225,455;239,268;219,953;212,502;215,003;244,387;374,365;2903,885; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORTE ; TOCANTINS ; m3 ;385,972;384,073;446,917;379,792;464,261;519,702;494,083;444,662;258,922;492,923;469,181;482,579;5223,067; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORDESTE ; MARANHÃO ; m3 ;2194,116;1907,749;2120,066;1898,667;2263,519;2135,908;2653,799;2914,164;2615,136;2903,213;2805,232;3028,752;29440,321; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORDESTE ; PIAUÍ ; m3 ;982,953;730,77;889,269;756,137;892,85;1010,042;872,033;797,646;745,152;716,683;817,056;1291,426;10502,017; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORDESTE ; CEARÁ ; m3 ;12194,264;10068,903;11160,901;9441,509;10766,814;10780,115;12737,716;12508,768;12603,862;14055,079;12900,449;14440,686;143659,066; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORDESTE ; RIO GRANDE DO NORTE ; m3 ;8618,202;6005,303;8488,912;5879,985;6021,256;5191,414;6021,01;7916,32;6383,122;6085,224;6454,085;7762,968;80827,801; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORDESTE ; PARAÍBA ; m3 ;758,645;663,482;1181,218;1060,57;1140,998;1067,647;1120,713;1358,311;1584,113;1596,999;1528,555;1658,975;14720,226; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORDESTE ; PERNAMBUCO ; m3 ;17975,967;15513,109;17486,717;14620,371;16390,538;14099,204;15378,386;13304,204;12991,813;13607,986;13977,643;15810,946;181156,884; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORDESTE ; ALAGOAS ; m3 ;3022,076;2359,553;2469,048;2027,521;1734,192;1387,888;2470,035;3002,055;2543,818;2087,481;2200,696;3184,199;28488,562; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORDESTE ; SERGIPE ; m3 ;908,602;699,385;776,23;595,515;841,488;838,099;857,312;772,909;915,081;1098,271;1060,319;1309,632;10672,843; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO NORDESTE ; BAHIA ; m3 ;22905,873;19772,283;22430,309;20870,851;20793,389;20195,004;22518,825;21892,878;21477,591;22726,711;22673,046;25314,391;263571,151; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO SUDESTE ; MINAS GERAIS ; m3 ;10566,63;8745,974;10910,688;9570,6;11345,714;10634,389;11127,956;11086,868;10783,156;10809,186;9697,405;10522,732;125801,298; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO SUDESTE ; ESPÍRITO SANTO ; m3 ;2159,34;1762,294;2367,618;1978,858;2434,295;2360,411;2505,752;2098,852;2139,84;2375,742;2578,907;2694,36;27456,269; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO SUDESTE ; RIO DE JANEIRO ; m3 ;59110,431;48333,527;62530,006;50794,848;57458,434;49530,951;49090,686;48730,035;48206,453;51567,398;53285,994;58795,274;637434,037; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO SUDESTE ; SÃO PAULO ; m3 ;182573,72;161351,558;181777,495;155240,601;175058,006;157907,031;157730,397;154066,742;154721,786;160684,308;163703,088;176081,113;1980895,845; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO SUL ; PARANÁ ; m3 ;12036,839;9694,003;11795,007;12768,827;11304,019;10001,458;9862,813;9611,258;10000,228;9956,053;10614,23;10466,005;128110,74; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO SUL ; SANTA CATARINA ; m3 ;5400,692;5194,953;5122,695;4222,743;4551,382;4336,675;4169,087;3869,781;3920,409;3923,069;4011,751;4906,346;53629,583; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO SUL ; RIO GRANDE DO SUL ; m3 ;10138,851;9153,255;11355,622;10000,723;11780,982;9877,159;9621,743;9963,595;10994,427;10935,026;11409,753;11483,244;126714,38; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO CENTRO-OESTE ; MATO GROSSO DO SUL ; m3 ;2083,25;1707,261;2344,768;2020,987;2099,288;2077,688;2545,509;2457,521;2189,951;2087,872;2365,035;2442,129;26421,259; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO CENTRO-OESTE ; MATO GROSSO ; m3 ;1761,979;1637,341;1901,015;1593,892;2471,721;1744,874;1912,651;1762,428;1723,078;1884,167;1967,224;2467,278;22827,648; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO CENTRO-OESTE ; GOIÁS ; m3 ;1869,211;1425,76;2030,696;1754,592;1889,114;2501,06;3563,817;4363,003;4867,472;3413,039;2925,168;3672,385;34275,317; 
QUEROSENE DE AVIAÇÃO  ;2006; REGIÃO CENTRO-OESTE ; DISTRITO FEDERAL ; m3 ;19161,848;15700,71;23036,286;19573,242;25995,175;19991,452;19737,83;19764,924;19287,342;20176,487;20292,154;23590,028;246307,478; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORTE ; RONDÔNIA ; m3 ;1853,815;1871,027;1946,519;2000,203;1467,278;1644,189;1690,013;1762,19;1269,409;1669,156;1652,931;2304,347;21131,077; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORTE ; ACRE ; m3 ;1430,558;1138,225;1190,91;1115,864;1224,631;1047,352;1206,395;1035,784;864,09;1044,746;985,209;1275,299;13559,063; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORTE ; AMAZONAS ; m3 ;13033,835;11182,879;13055,911;13558,889;15464,191;12804,179;14516,255;13914,387;13604,259;15791,309;15263,103;15832,259;168021,456; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORTE ; RORAIMA ; m3 ;529,455;491,337;581,114;557,715;499,968;906,079;588,695;659,322;578,781;751,932;772,267;794,247;7710,912; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORTE ; PARÁ ; m3 ;9207,838;7612,852;9237,997;8864,968;9555,52;9564,19;9582,395;10733,515;9848,711;9471,196;9109,96;10144,485;112933,627; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORTE ; AMAPÁ ; m3 ;337,381;338,923;303,352;385,087;346,693;316,99;361,35;316,199;292,466;294,72;366,218;394,683;4054,062; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORTE ; TOCANTINS ; m3 ;283,734;260,217;332,072;322,353;367,525;415,417;458,349;441,097;458,206;409,571;401,984;361,756;4512,281; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORDESTE ; MARANHÃO ; m3 ;3263,371;2613,43;2808,326;2575,39;2817,03;2803,52;3038,416;2886,289;2744,87;3086,565;2866,337;3066,46;34570,004; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORDESTE ; PIAUÍ ; m3 ;1354,335;1108,137;1152,922;1101,441;1136,449;1018,353;1231,822;996,13;957,073;1200,33;1238,811;1455,846;13951,649; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORDESTE ; CEARÁ ; m3 ;12916,383;11299,122;11506,59;10610,602;10792,499;10927,724;12576,17;11448,65;10653,864;11683,841;12001,497;13114,126;139531,068; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORDESTE ; RIO GRANDE DO NORTE ; m3 ;8196,871;7020,795;7202,21;7353,855;6188,453;5998,765;8546,984;7272,706;7360,765;6588,889;6820,835;7576,777;86127,905; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORDESTE ; PARAÍBA ; m3 ;1585;1516;1625;1626,488;1697,333;1622;1723,035;1508;1352;1446;1129,169;1466;18296,025; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORDESTE ; PERNAMBUCO ; m3 ;16579,107;14223,961;16157,164;15746,602;14834,265;14453,721;17532,822;16391,494;14985,65;16586,388;15840,319;16847,012;190178,505; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORDESTE ; ALAGOAS ; m3 ;2842,645;2309,779;2248,224;2005,78;1850,131;1788,434;2054,674;1594,115;1569,724;1831,212;1848,259;2201,307;24144,284; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORDESTE ; SERGIPE ; m3 ;1414,539;1134,732;1230,265;1214,804;1262,788;1370,254;1637,426;1248,924;1345,252;1464,595;1719,917;1850,148;16893,644; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO NORDESTE ; BAHIA ; m3 ;27160,08;24125,188;23444,193;21057,046;19581,187;20009,757;21988,381;21521,096;21888,239;20890,995;20973,063;23244,353;265883,578; 
